Sl. No.,District Code,District Name,District Name (Tamil),Block Code,Block Name,Block Name (Tamil),Village Panchayat Code,Village Panchayat Name,Village Panchayat Name (Tamil)
180,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,6,Ekanapuram,ஏகனாபுரம் 
181,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,7,Eraiyur,எரையூர்
182,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,8,Gunagarampakkam,குணகரம்பாக்கம்
183,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,9,Gunduperumbedu,குன்டுபெரும்பேடு
184,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,10,Irungattukottai,இருங்காட்டுக்கோட்டை 
185,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,11,Kaduvancheri,கடுவஞ்சேரி 
186,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,12,Kandur,காந்தூர்
187,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,13,Kannanthangal,கண்ணந்தாங்கல்
188,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,14,Kappankottur,கப்பாங்கோட்டூர் 
189,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,15,Keeranallur,கீரநல்லூர்
190,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,16,Keevalur,கீவளூர் 
191,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,17,Katrampakkam,காட்ராம்பாக்கம்
192,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,18,Kiloy,கிளாய்
193,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,19,Kolathur,கொளத்தூர்
194,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,20,Kottur,கோட்டூர்
195,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,21,Kunnam,குண்ணம்
196,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,22,Maduramangalam,மதுரமங்கலம்
197,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,23,Mahanyam,மாகாண்யம்
198,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,24,Mannur,மண்ணூர்
199,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,25,Mambakkam,மாம்பாக்கம்
200,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,26,Mathur,மாத்தூர்
201,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,27,Melmaduramangalam,மேல்மதுரமங்கலம்
202,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,28,Mettupalayam,மேட்டுப்பாளையம்
203,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,29,Mevalurkuppam,மேவளூர்குப்பம்
204,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,30,Molachur,மொளசூர்
205,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,31,Nemili,நெமிலி
206,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,32,O.M.Mangalam,ஓ.எம்.மங்கலம்
207,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,33,Panrutti,பண்ருட்டி
208,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,34,Pappankuzhi,பாப்பாங்குழி
209,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,35,Perinjambakkam,பேரீஞ்சம்பாக்கம்
210,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,36,Pennalur,பென்னலூர்
211,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,37,Pichivakkam,பிச்சிவாக்கம்
212,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,38,Podavur,பொடவூர்
213,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,39,Pondur,போந்தூர்
214,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,40,Pillaipakkam,பிள்ளைப்பாக்கம்
215,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,41,Ramanujapuram,இராமனுஜபுரம்
216,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,42,Santhavelur,சந்தவேலூர்
217,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,43,Selvazhimangalam,செல்விழிமங்கலம்
218,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,44,Sendamangalam,சேந்தமங்கலம்
219,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,45,Sengadu,செங்காடு
220,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,46,Sirumangadu,சிறுமாங்காடு
221,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,47,Singlipadi,சிங்கிலிபாடி
222,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,48,Sivapuram,சிவபுரம்
223,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,49,Sogandy,சோகண்டி
224,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,50,Thirumangalam,திருமங்கலம்
225,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,51,Thandalam,தண்டலம்
226,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,52,Thathanur,தத்தனூர்
227,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,53,Thulasapuram,துளசாபுரம்
228,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,54,Vadamangalam,வடமங்கலம்
229,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,55,Vallakottai,வல்லக்கோட்டை
230,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,56,Vallam,வல்லம்
231,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,57,Valarpuram,வளர்புரம்
232,1,KANCHEEPURAM,"காஞ்சிபுரம்
",4,SRIPERUMBUDUR,ஸ்ரீபெரும்புதூர்,58,Vengadu,வெங்காடு
233,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",1,Adhanur,ஆதனூர்
234,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",2,Amarambedu,அமரம்பேடு
235,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",3,Ayyappanthangal,அய்யப்பன்தாங்கல்
236,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",4,Ezhichur,எழிச்சூர்
237,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",5,Erumaiyur,எருமையூர்
238,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",6,Gerugambakkam,கெருகம்பாக்கம்
239,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",7,Irandankattalai,இரண்டாங்கட்டளை
240,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",8,Karasangal,கரசங்கால்
241,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",9,Kavanur,காவனூர்
242,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",10,Kovur,கோவூர்
243,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",11,Kolapakkam,கொளப்பாக்கம்
244,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",12,Kozhumanivakkam,கொழுமணிவாக்கம்
245,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",13,Kollacheri,கொல்லச்சேரி
246,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",15,Malaiyambakkam,மலையம்பாக்கம்
247,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",16,Malaippattu,மலைப்பட்டு
248,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",17,Manimangalam,மணிமங்கலம்
249,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",18,Madambakkam,மாடம்பாக்கம்
250,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",20,Mowlivakkam,மெளலிவாக்கம்
251,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",21,Naduveerapattu,நடுவீரப்பட்டு
252,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",22,Nandambakkam,நந்தம்பாக்கம்
253,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",23,Nattarasanpattu,நாட்டரசன்பட்டு
254,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",24,Orathur,ஒரத்தூர்
255,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",25,Padappai,படப்பை
256,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",26,Pazhandhandalam,பழந்தண்டலம்
257,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",27,Paraniputhur,பரணிபுத்தூர்
258,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",28,Periyapanicheri,பெரியபணிச்சேரி
259,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",29,Poonthandalam,பூந்தண்டலம்
260,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",30,Salamangalam,சாலமங்கலம்
261,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",31,Serapanancheri,செரப்பணஞ்சேரி
262,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",32,Sethupattu,சேத்துப்பட்டு
263,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",33,Sennakkuppam,சென்னக்குப்பம்
264,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",34,Somangalam,சோமங்கலம்
265,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",35,Sikkarayapuram,சிக்கராயபுரம்
266,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",36,Thandalam,தண்டலம்
267,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",37,Sirukalathur,சிறுகளத்தூர்
268,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",38,Thirumudivakkam,திருமுடிவாக்கம்
269,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",39,Tharapakkam,தரப்பாக்கம்
270,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",40,Vadakkupattu,வடக்குப்பட்டு
271,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",41,Vattambakkam,வட்டம்பாக்கம்
272,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",42,Varadharajapuram,வரதராஜபுரம்
273,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",43,Vaipoor,வைப்பூர்
274,1,KANCHEEPURAM,"காஞ்சிபுரம்
",5,KUNDRATHUR,"குன்றத்தூர்
",44,Valayakkaranai,வளையக்கரனண
275,1,KANCHEEPURAM,"காஞ்சிபுரம்
",6,THIRUPORUR,"திருப்போரூர்
",1,Alathur,ஆலத்தூர்
276,1,KANCHEEPURAM,"காஞ்சிபுரம்
",6,THIRUPORUR,"திருப்போரூர்
",2,Amoor,ஆமுர்
277,1,KANCHEEPURAM,"காஞ்சிபுரம்
",6,THIRUPORUR,"திருப்போரூர்
",3,Arungundram,அருங்குன்றம்
278,1,KANCHEEPURAM,"காஞ்சிபுரம்
",6,THIRUPORUR,"திருப்போரூர்
",4,Hanumanthapuram,அநுமந்தபுரம்
279,1,KANCHEEPURAM,"காஞ்சிபுரம்
",6,THIRUPORUR,"திருப்போரூர்
",5,Illalur,இள்ளலூர்
280,1,KANCHEEPURAM,"காஞ்சிபுரம்
",6,THIRUPORUR,"திருப்போரூர்
",6,Kanathur  Reddykuppam,கானாத்தூர் ரெட்டிக்குப்பம்
